,Year,Genre,Region,Sales
65718,2002-01-01,Strategy,Rest of the World,0.0
65719,2015-01-01,Action,Rest of the World,0.0
65720,2012-01-01,Action,Rest of the World,0.0
65721,2007-01-01,Racing,Rest of the World,0.0
65722,2011-01-01,Fighting,Rest of the World,0.0
65723,2011-01-01,Misc,Rest of the World,0.0
65724,2015-01-01,Action,Rest of the World,0.0
65725,2006-01-01,Racing,Rest of the World,0.0
65726,2015-01-01,Adventure,Rest of the World,0.0
65727,2009-01-01,Adventure,Rest of the World,0.0
65728,2008-01-01,Action,Rest of the World,0.0
65729,2007-01-01,Simulation,Rest of the World,0.0
65730,1999-01-01,Simulation,Rest of the World,0.0
65731,2008-01-01,Simulation,Rest of the World,0.0
65732,2005-01-01,Shooter,Rest of the World,0.0
65733,2015-01-01,Action,Rest of the World,0.0
65734,2016-01-01,Action,Rest of the World,0.0
65735,2006-01-01,Adventure,Rest of the World,0.0
65736,2006-01-01,Misc,Rest of the World,0.0
65737,2013-01-01,Action,Rest of the World,0.0
65738,2016-01-01,Adventure,Rest of the World,0.0
65739,2014-01-01,Adventure,Rest of the World,0.0
65740,2016-01-01,Shooter,Rest of the World,0.0
65741,2013-01-01,Adventure,Rest of the World,0.0
65742,2009-01-01,Misc,Rest of the World,0.0
65743,2007-01-01,Misc,Rest of the World,0.0
65744,2006-01-01,Action,Rest of the World,0.0
65745,2003-01-01,Racing,Rest of the World,0.0
65746,2010-01-01,Adventure,Rest of the World,0.0
65747,2015-01-01,Action,Rest of the World,0.0
65748,2006-01-01,Racing,Rest of the World,0.0
65749,2010-01-01,Adventure,Rest of the World,0.0
65750,2006-01-01,Role-Playing,Rest of the World,0.0
65751,2008-01-01,Adventure,Rest of the World,0.0
65752,2007-01-01,Strategy,Rest of the World,0.0
65753,2002-01-01,Misc,Rest of the World,0.0
65754,2010-01-01,Adventure,Rest of the World,0.0
65755,2014-01-01,Simulation,Rest of the World,0.0
65756,2008-01-01,Strategy,Rest of the World,0.0
65757,2007-01-01,Simulation,Rest of the World,0.0
65758,2012-01-01,Puzzle,Rest of the World,0.0
65759,2011-01-01,Strategy,Rest of the World,0.0
65760,2008-01-01,Simulation,Rest of the World,0.0
65761,2012-01-01,Simulation,Rest of the World,0.0
65762,2011-01-01,Simulation,Rest of the World,0.0
65763,2015-01-01,Strategy,Rest of the World,0.0
65764,2008-01-01,Racing,Rest of the World,0.0
65765,2009-01-01,Adventure,Rest of the World,0.0
65766,2010-01-01,Adventure,Rest of the World,0.0
65767,2012-01-01,Adventure,Rest of the World,0.0
65768,2010-01-01,Adventure,Rest of the World,0.0
65769,1995-01-01,Misc,Rest of the World,0.0
65770,2007-01-01,Adventure,Rest of the World,0.0
65771,2004-01-01,Racing,Rest of the World,0.0
65772,2015-01-01,Action,Rest of the World,0.0
65773,2015-01-01,Adventure,Rest of the World,0.0
65774,2008-01-01,Action,Rest of the World,0.0
65775,2016-01-01,Action,Rest of the World,0.0
65776,2016-01-01,Action,Rest of the World,0.0
65777,2007-01-01,Misc,Rest of the World,0.0
65778,2006-01-01,Puzzle,Rest of the World,0.0
65779,2008-01-01,Simulation,Rest of the World,0.0
65780,2010-01-01,Adventure,Rest of the World,0.0
65781,2003-01-01,Action,Rest of the World,0.0
65782,2014-01-01,Sports,Rest of the World,0.0
65783,2011-01-01,Role-Playing,Rest of the World,0.0
65784,2009-01-01,Fighting,Rest of the World,0.0
65785,2008-01-01,Platform,Rest of the World,0.0
65786,2006-01-01,Puzzle,Rest of the World,0.0
65787,2012-01-01,Fighting,Rest of the World,0.0
65788,2009-01-01,Adventure,Rest of the World,0.0
65789,2009-01-01,Sports,Rest of the World,0.0
65790,2012-01-01,Adventure,Rest of the World,0.0
65791,2006-01-01,Action,Rest of the World,0.0
65792,2016-01-01,Fighting,Rest of the World,0.0
65793,1994-01-01,Fighting,Rest of the World,0.0
65794,2009-01-01,Misc,Rest of the World,0.0
65795,2008-01-01,Misc,Rest of the World,0.0
65796,2011-01-01,Role-Playing,Rest of the World,0.0
65797,2005-01-01,Shooter,Rest of the World,0.0
65798,2010-01-01,Adventure,Rest of the World,0.0
65799,2009-01-01,Adventure,Rest of the World,0.0
65800,2010-01-01,Adventure,Rest of the World,0.0
65801,2014-01-01,Role-Playing,Rest of the World,0.0
65802,2007-01-01,Role-Playing,Rest of the World,0.0
65803,2008-01-01,Role-Playing,Rest of the World,0.0
65804,2006-01-01,Shooter,Rest of the World,0.0
65805,2006-01-01,Shooter,Rest of the World,0.0
65806,2007-01-01,Sports,Rest of the World,0.0
65807,2005-01-01,Strategy,Rest of the World,0.0
65808,2012-01-01,Strategy,Rest of the World,0.0
65809,2010-01-01,Simulation,Rest of the World,0.0
65810,2008-01-01,Misc,Rest of the World,0.0
65811,2002-01-01,Shooter,Rest of the World,0.0
65812,2006-01-01,Strategy,Rest of the World,0.0
65813,2016-01-01,Action,Rest of the World,0.0
65814,2016-01-01,Action,Rest of the World,0.0
65815,2010-01-01,Adventure,Rest of the World,0.0
65816,2007-01-01,Sports,Rest of the World,0.0
65817,2006-01-01,Action,Rest of the World,0.0
65818,2007-01-01,Misc,Rest of the World,0.0
65819,2009-01-01,Role-Playing,Rest of the World,0.0
65820,2004-01-01,Sports,Rest of the World,0.0
65821,2010-01-01,Adventure,Rest of the World,0.0
65822,2016-01-01,Adventure,Rest of the World,0.0
65823,2008-01-01,Adventure,Rest of the World,0.0
65824,2008-01-01,Simulation,Rest of the World,0.0
65825,2009-01-01,Adventure,Rest of the World,0.0
65826,2014-01-01,Adventure,Rest of the World,0.0
65827,2008-01-01,Platform,Rest of the World,0.0
65828,2006-01-01,Shooter,Rest of the World,0.0
65829,2006-01-01,Action,Rest of the World,0.0
65830,2016-01-01,Misc,Rest of the World,0.0
65831,2015-01-01,Sports,Rest of the World,0.0
65832,2008-01-01,Misc,Rest of the World,0.0
65833,2006-01-01,Adventure,Rest of the World,0.0
65834,2002-01-01,Strategy,Rest of the World,0.0
65835,2004-01-01,Puzzle,Rest of the World,0.0
65836,2006-01-01,Role-Playing,Rest of the World,0.0
65837,2015-01-01,Role-Playing,Rest of the World,0.0
65838,2011-01-01,Adventure,Rest of the World,0.0
65839,2007-01-01,Misc,Rest of the World,0.0
65840,2008-01-01,Strategy,Rest of the World,0.0
65841,2006-01-01,Misc,Rest of the World,0.0
65842,2016-01-01,Misc,Rest of the World,0.0
65843,2012-01-01,Action,Rest of the World,0.0
65844,2011-01-01,Adventure,Rest of the World,0.0
65845,2016-01-01,Strategy,Rest of the World,0.0
65846,2006-01-01,Adventure,Rest of the World,0.0
65847,2008-01-01,Platform,Rest of the World,0.0
65848,2008-01-01,Fighting,Rest of the World,0.0
65849,2008-01-01,Sports,Rest of the World,0.0
65850,2011-01-01,Adventure,Rest of the World,0.0
65851,,Sports,Rest of the World,0.0
65852,,Racing,Rest of the World,0.0
65853,2005-01-01,Racing,Rest of the World,0.0
65854,2002-01-01,Misc,Rest of the World,0.0
65855,2011-01-01,Simulation,Rest of the World,0.0
65856,2013-01-01,Sports,Rest of the World,0.0
65857,2006-01-01,Strategy,Rest of the World,0.0
65858,2015-01-01,Action,Rest of the World,0.0
65859,,Action,Rest of the World,0.0
65860,2010-01-01,Misc,Rest of the World,0.0
65861,2001-01-01,Simulation,Rest of the World,0.0
65862,2003-01-01,Fighting,Rest of the World,0.0
65863,2005-01-01,Adventure,Rest of the World,0.0
65864,2009-01-01,Strategy,Rest of the World,0.0
65865,2005-01-01,Misc,Rest of the World,0.0
65866,2015-01-01,Simulation,Rest of the World,0.0
65867,1992-01-01,Strategy,Rest of the World,0.0
65868,2009-01-01,Puzzle,Rest of the World,0.0
65869,2015-01-01,Action,Rest of the World,0.0
65870,2008-01-01,Sports,Rest of the World,0.0
65871,2009-01-01,Role-Playing,Rest of the World,0.0
65872,2008-01-01,Puzzle,Rest of the World,0.0
65873,2002-01-01,Puzzle,Rest of the World,0.0
65874,2007-01-01,Sports,Rest of the World,0.0
65875,2012-01-01,Sports,Rest of the World,0.0
65876,2010-01-01,Adventure,Rest of the World,0.0
65877,2011-01-01,Adventure,Rest of the World,0.0
65878,2013-01-01,Role-Playing,Rest of the World,0.0
65879,2002-01-01,Racing,Rest of the World,0.0
65880,2011-01-01,Adventure,Rest of the World,0.0
65881,2008-01-01,Sports,Rest of the World,0.0
65882,2009-01-01,Adventure,Rest of the World,0.0
65883,2010-01-01,Adventure,Rest of the World,0.0
65884,2010-01-01,Racing,Rest of the World,0.0
65885,2003-01-01,Racing,Rest of the World,0.0
65886,2009-01-01,Racing,Rest of the World,0.0
65887,2002-01-01,Action,Rest of the World,0.0
65888,2008-01-01,Adventure,Rest of the World,0.0
65889,2016-01-01,Action,Rest of the World,0.0
65890,2012-01-01,Action,Rest of the World,0.0
65891,2009-01-01,Racing,Rest of the World,0.0
65892,2013-01-01,Action,Rest of the World,0.0
65893,2014-01-01,Adventure,Rest of the World,0.0
65894,2009-01-01,Misc,Rest of the World,0.0
65895,2005-01-01,Action,Rest of the World,0.0
65896,2011-01-01,Misc,Rest of the World,0.0
65897,2010-01-01,Adventure,Rest of the World,0.0
65898,2015-01-01,Action,Rest of the World,0.0
65899,1993-01-01,Racing,Rest of the World,0.0
65900,2015-01-01,Action,Rest of the World,0.0
65901,2014-01-01,Adventure,Rest of the World,0.0
65902,2007-01-01,Misc,Rest of the World,0.0
65903,2015-01-01,Action,Rest of the World,0.0
65904,2013-01-01,Shooter,Rest of the World,0.0
65905,2010-01-01,Adventure,Rest of the World,0.0
65906,2013-01-01,Adventure,Rest of the World,0.0
65907,2008-01-01,Sports,Rest of the World,0.0
65908,2014-01-01,Adventure,Rest of the World,0.0
65909,2009-01-01,Puzzle,Rest of the World,0.0
65910,2010-01-01,Adventure,Rest of the World,0.0
65911,2010-01-01,Misc,Rest of the World,0.0
65912,2004-01-01,Sports,Rest of the World,0.0
65913,2015-01-01,Adventure,Rest of the World,0.0
65914,2013-01-01,Action,Rest of the World,0.0
65915,2012-01-01,Racing,Rest of the World,0.0
65916,2007-01-01,Strategy,Rest of the World,0.0
65917,2011-01-01,Action,Rest of the World,0.0
65918,2013-01-01,Action,Rest of the World,0.0
65919,2009-01-01,Adventure,Rest of the World,0.0
65920,2002-01-01,Simulation,Rest of the World,0.0
65921,2012-01-01,Sports,Rest of the World,0.0
65922,2011-01-01,Adventure,Rest of the World,0.0
65923,2011-01-01,Adventure,Rest of the World,0.0
65924,2008-01-01,Adventure,Rest of the World,0.0
65925,2014-01-01,Misc,Rest of the World,0.0
65926,2006-01-01,Adventure,Rest of the World,0.0
65927,2016-01-01,Action,Rest of the World,0.0
65928,2008-01-01,Misc,Rest of the World,0.0
65929,1999-01-01,Shooter,Rest of the World,0.0
65930,2016-01-01,Action,Rest of the World,0.0
65931,2009-01-01,Role-Playing,Rest of the World,0.0
65932,2002-01-01,Sports,Rest of the World,0.0
65933,2015-01-01,Action,Rest of the World,0.0
65934,2010-01-01,Fighting,Rest of the World,0.0
65935,2003-01-01,Racing,Rest of the World,0.0
65936,2009-01-01,Sports,Rest of the World,0.0
65937,2002-01-01,Action,Rest of the World,0.0
65938,2010-01-01,Simulation,Rest of the World,0.0
65939,2012-01-01,Puzzle,Rest of the World,0.0
65940,2015-01-01,Action,Rest of the World,0.0
65941,2008-01-01,Action,Rest of the World,0.0
65942,2006-01-01,Racing,Rest of the World,0.0
65943,2010-01-01,Simulation,Rest of the World,0.0
65944,2013-01-01,Adventure,Rest of the World,0.0
65945,2007-01-01,Action,Rest of the World,0.0
65946,2006-01-01,Adventure,Rest of the World,0.0
65947,2011-01-01,Role-Playing,Rest of the World,0.0
65948,2006-01-01,Adventure,Rest of the World,0.0
65949,2013-01-01,Adventure,Rest of the World,0.0
65950,2008-01-01,Adventure,Rest of the World,0.0
65951,2010-01-01,Fighting,Rest of the World,0.0
65952,2010-01-01,Action,Rest of the World,0.0
65953,2004-01-01,Platform,Rest of the World,0.0
65954,2009-01-01,Shooter,Rest of the World,0.0
65955,2014-01-01,Platform,Rest of the World,0.0
65956,2004-01-01,Sports,Rest of the World,0.0
65957,2000-01-01,Role-Playing,Rest of the World,0.0
65958,2008-01-01,Adventure,Rest of the World,0.0
65959,2012-01-01,Adventure,Rest of the World,0.0
65960,2009-01-01,Puzzle,Rest of the World,0.0
65961,2011-01-01,Action,Rest of the World,0.0
65962,2005-01-01,Adventure,Rest of the World,0.0
65963,2014-01-01,Adventure,Rest of the World,0.0
65964,2009-01-01,Simulation,Rest of the World,0.0
65965,2011-01-01,Puzzle,Rest of the World,0.0
65966,2009-01-01,Strategy,Rest of the World,0.0
65967,2009-01-01,Strategy,Rest of the World,0.0
65968,2012-01-01,Misc,Rest of the World,0.0
65969,2016-01-01,Action,Rest of the World,0.0
65970,2008-01-01,Action,Rest of the World,0.0
65971,2007-01-01,Simulation,Rest of the World,0.0
65972,2013-01-01,Platform,Rest of the World,0.0
65973,2006-01-01,Sports,Rest of the World,0.0
65974,2007-01-01,Fighting,Rest of the World,0.0
65975,2011-01-01,Shooter,Rest of the World,0.0
65976,2013-01-01,Misc,Rest of the World,0.0
65977,2013-01-01,Adventure,Rest of the World,0.0
65978,2007-01-01,Fighting,Rest of the World,0.0
65979,2009-01-01,Adventure,Rest of the World,0.0
65980,2009-01-01,Strategy,Rest of the World,0.0
65981,2007-01-01,Puzzle,Rest of the World,0.0
65982,2009-01-01,Misc,Rest of the World,0.0
65983,2013-01-01,Racing,Rest of the World,0.0
65984,2010-01-01,Misc,Rest of the World,0.0
65985,,Strategy,Rest of the World,0.0
65986,2007-01-01,Shooter,Rest of the World,0.0
65987,1999-01-01,Fighting,Rest of the World,0.0
65988,,Platform,Rest of the World,0.0
65989,1999-01-01,Action,Rest of the World,0.0
65990,2002-01-01,Fighting,Rest of the World,0.0
65991,2007-01-01,Strategy,Rest of the World,0.0
65992,,Misc,Rest of the World,0.0
65993,2002-01-01,Adventure,Rest of the World,0.0
65994,2015-01-01,Action,Rest of the World,0.0
65995,2014-01-01,Adventure,Rest of the World,0.0
65996,2012-01-01,Action,Rest of the World,0.0
65997,2016-01-01,Adventure,Rest of the World,0.0
65998,2014-01-01,Adventure,Rest of the World,0.0
65999,2013-01-01,Shooter,Rest of the World,0.0
66000,2008-01-01,Misc,Rest of the World,0.0
66001,2008-01-01,Adventure,Rest of the World,0.0
66002,2005-01-01,Misc,Rest of the World,0.0
66003,2003-01-01,Racing,Rest of the World,0.0
66004,2009-01-01,Puzzle,Rest of the World,0.0
66005,2007-01-01,Adventure,Rest of the World,0.0
66006,2009-01-01,Misc,Rest of the World,0.0
66007,2007-01-01,Adventure,Rest of the World,0.0
66008,2012-01-01,Action,Rest of the World,0.0
66009,2014-01-01,Action,Rest of the World,0.0
66010,2014-01-01,Action,Rest of the World,0.0
66011,2006-01-01,Role-Playing,Rest of the World,0.0
66012,2008-01-01,Sports,Rest of the World,0.0
66013,2004-01-01,Racing,Rest of the World,0.0
66014,2016-01-01,Action,Rest of the World,0.0
66015,2007-01-01,Action,Rest of the World,0.0
66016,2016-01-01,Action,Rest of the World,0.0
66017,2013-01-01,Adventure,Rest of the World,0.0
66018,2016-01-01,Role-Playing,Rest of the World,0.0
66019,2007-01-01,Adventure,Rest of the World,0.0
66020,1996-01-01,Sports,Rest of the World,0.0
66021,2007-01-01,Action,Rest of the World,0.0
66022,2008-01-01,Puzzle,Rest of the World,0.0
66023,,Shooter,Rest of the World,0.0
66024,2006-01-01,Action,Rest of the World,0.0
66025,2010-01-01,Role-Playing,Rest of the World,0.0
66026,2008-01-01,Adventure,Rest of the World,0.0
66027,2006-01-01,Role-Playing,Rest of the World,0.0
66028,2015-01-01,Adventure,Rest of the World,0.0
66029,2016-01-01,Adventure,Rest of the World,0.0
66030,2016-01-01,Adventure,Rest of the World,0.0
66031,2010-01-01,Adventure,Rest of the World,0.0
66032,2001-01-01,Platform,Rest of the World,0.0
66033,1999-01-01,Strategy,Rest of the World,0.0
66034,2013-01-01,Role-Playing,Rest of the World,0.0
66035,2017-01-01,Role-Playing,Rest of the World,0.0
66036,2007-01-01,Shooter,Rest of the World,0.0
66037,2006-01-01,Misc,Rest of the World,0.0
66038,2016-01-01,Racing,Rest of the World,0.0
66039,2008-01-01,Racing,Rest of the World,0.0
66040,,Role-Playing,Rest of the World,0.0
66041,2006-01-01,Fighting,Rest of the World,0.0
66042,2009-01-01,Simulation,Rest of the World,0.0
66043,2003-01-01,Action,Rest of the World,0.0
66044,2014-01-01,Platform,Rest of the World,0.0
66045,2007-01-01,Misc,Rest of the World,0.0
66046,2016-01-01,Adventure,Rest of the World,0.0
66047,2007-01-01,Misc,Rest of the World,0.0
66048,2007-01-01,Platform,Rest of the World,0.0
66049,2010-01-01,Adventure,Rest of the World,0.0
66050,2008-01-01,Shooter,Rest of the World,0.0
66051,2009-01-01,Role-Playing,Rest of the World,0.0
66052,2009-01-01,Sports,Rest of the World,0.0
66053,2008-01-01,Action,Rest of the World,0.0
66054,2016-01-01,Action,Rest of the World,0.0
66055,2008-01-01,Misc,Rest of the World,0.0
66056,2010-01-01,Adventure,Rest of the World,0.0
66057,2009-01-01,Shooter,Rest of the World,0.0
66058,2010-01-01,Strategy,Rest of the World,0.0
66059,2007-01-01,Adventure,Rest of the World,0.0
66060,2015-01-01,Adventure,Rest of the World,0.0
66061,2011-01-01,Misc,Rest of the World,0.0
66062,2012-01-01,Action,Rest of the World,0.0
66063,2007-01-01,Action,Rest of the World,0.0
66064,2002-01-01,Racing,Rest of the World,0.0
66065,2009-01-01,Puzzle,Rest of the World,0.0
66066,2014-01-01,Adventure,Rest of the World,0.0
66067,2007-01-01,Strategy,Rest of the World,0.0
66068,2015-01-01,Action,Rest of the World,0.0
66069,2006-01-01,Misc,Rest of the World,0.0
66070,2016-01-01,Racing,Rest of the World,0.0
66071,2007-01-01,Adventure,Rest of the World,0.0
66072,2006-01-01,Puzzle,Rest of the World,0.0
66073,2009-01-01,Misc,Rest of the World,0.0
66074,2006-01-01,Fighting,Rest of the World,0.0
66075,2003-01-01,Shooter,Rest of the World,0.0
66076,2006-01-01,Adventure,Rest of the World,0.0
66077,2009-01-01,Shooter,Rest of the World,0.0
66078,2010-01-01,Misc,Rest of the World,0.0
66079,2012-01-01,Action,Rest of the World,0.0
66080,2015-01-01,Strategy,Rest of the World,0.0
66081,2007-01-01,Shooter,Rest of the World,0.0
66082,2010-01-01,Adventure,Rest of the World,0.0
66083,2012-01-01,Strategy,Rest of the World,0.0
66084,2016-01-01,Adventure,Rest of the World,0.0
66085,2010-01-01,Adventure,Rest of the World,0.0
66086,2007-01-01,Sports,Rest of the World,0.0
66087,2009-01-01,Simulation,Rest of the World,0.0
66088,2011-01-01,Adventure,Rest of the World,0.0
66089,2005-01-01,Action,Rest of the World,0.0
66090,2015-01-01,Action,Rest of the World,0.0
66091,2006-01-01,Misc,Rest of the World,0.0
66092,2015-01-01,Fighting,Rest of the World,0.0
66093,2010-01-01,Strategy,Rest of the World,0.0
66094,2012-01-01,Action,Rest of the World,0.0
66095,2013-01-01,Action,Rest of the World,0.0
66096,2014-01-01,Puzzle,Rest of the World,0.0
66097,2015-01-01,Action,Rest of the World,0.0
66098,2002-01-01,Racing,Rest of the World,0.0
66099,2004-01-01,Misc,Rest of the World,0.0
66100,2007-01-01,Racing,Rest of the World,0.0
66101,,Racing,Rest of the World,0.0
66102,2003-01-01,Shooter,Rest of the World,0.0
66103,2003-01-01,Racing,Rest of the World,0.0
66104,2008-01-01,Misc,Rest of the World,0.0
66105,2015-01-01,Strategy,Rest of the World,0.0
66106,2009-01-01,Action,Rest of the World,0.0
66107,2009-01-01,Strategy,Rest of the World,0.0
66108,2009-01-01,Adventure,Rest of the World,0.0
66109,2012-01-01,Adventure,Rest of the World,0.0
66110,2013-01-01,Adventure,Rest of the World,0.0
66111,2014-01-01,Adventure,Rest of the World,0.0
66112,2007-01-01,Role-Playing,Rest of the World,0.0
66113,2016-01-01,Action,Rest of the World,0.0
66114,2006-01-01,Puzzle,Rest of the World,0.0
66115,2007-01-01,Misc,Rest of the World,0.0
66116,2014-01-01,Adventure,Rest of the World,0.0
66117,2016-01-01,Racing,Rest of the World,0.0
66118,2015-01-01,Action,Rest of the World,0.0
66119,2002-01-01,Racing,Rest of the World,0.0
66120,2015-01-01,Role-Playing,Rest of the World,0.0
66121,,Shooter,Rest of the World,0.0
66122,2010-01-01,Simulation,Rest of the World,0.0
